precinct_id,registered_voters,turnout_rate,total_votes,absentee_share,absentee_votes,early_share,early_votes,election_day_votes,provisional_votes,candidate_a_votes,candidate_b_votes,is_injected_anomaly,anomaly_label,anomaly_score
P0219,2677,0.6205129416949949,1661,0.1069039162475525,178,0.1646500757195506,273,1210,3,708,953,0,1,0.1448474186638713
P0220,4590,0.6142199986167745,2819,0.2537446784867868,715,0.1354684743601538,382,1722,7,1624,1195,0,1,0.10596620788964578
P0221,1335,0.6961844953464955,929,0.1834096912681223,170,0.235461465431246,219,540,4,534,395,0,1,0.14147744557393543
P0222,2714,0.7475508152388257,2029,0.0404678960725602,82,0.1820767124511153,369,1578,2,1155,874,0,1,0.11448125932128272
P0223,3756,0.6809140844448528,2558,0.2749390825625694,703,0.1630322550511458,417,1438,1,1698,860,0,1,0.13635391039776906
P0224,1649,0.7863168472349592,1297,0.2390658828691967,310,0.1736290841626454,225,762,3,849,448,0,1,0.13555422016159008
P0225,3830,0.7485435186053222,2867,0.1700287623174461,487,0.1933873211043699,554,1826,4,1355,1512,0,1,0.13474033100262067
P0226,2085,0.747345605351205,1558,0.127821885225923,199,0.2170088519813867,338,1021,0,853,705,0,1,0.12309096628476907
P0227,4196,0.7243293201059275,3039,0.2785065527420036,846,0.1200172662798371,365,1828,1,1360,1679,0,1,0.11959079112009069
P0228,3232,0.8662122480276868,2800,0.24445454357923,684,0.1175047420427236,329,1787,0,1435,1365,0,1,0.08669021636187224
P0229,3097,0.6635870648907165,2055,0.3867821597878851,795,0.2462807529241518,506,754,6,925,1130,0,1,0.09532865136326973
P0230,1542,0.519718216634679,801,0.2494132019107456,200,0.1552597876677161,124,477,5,538,263,0,1,0.07454864189942473
P0231,2745,0.8083403489213713,2219,0.247139219888341,548,0.0949894744441875,211,1460,2,1212,1007,0,1,0.11522521343824471
P0232,4397,0.643384045523454,2829,0.2083150448924004,589,0.2066287625629862,585,1655,2,1381,1448,0,1,0.1468962491262465
P0233,882,0.6886304355474427,607,0.2771743107040554,168,0.2078021883619612,126,313,2,382,225,0,1,0.09265056360452212
P0234,3985,0.7847640547888421,3127,0.2637559640873708,825,0.0881570845645976,276,2026,1,916,2211,0,1,0.02970035262707571
P0235,2869,0.551819236715286,1583,0.3076207505995637,487,0.1937689029278163,307,789,1,488,1095,0,1,0.10453693543912268
P0236,3821,0.5798682228715089,2216,0.18350739569539,407,0.2241349855457024,497,1312,2,1307,909,0,1,0.14318891985709176
P0237,3585,0.5518977650304917,1979,0.1895214768939226,375,0.2024631871023757,401,1203,5,1021,958,0,1,0.13447196365286862
P0238,2614,0.6164690967979661,1611,0.1864627780361614,300,0.2179188890256837,351,960,5,862,749,0,1,0.14983662972883688
P0239,2096,0.7151709284813595,1499,0.2753561204825292,413,0.095743854114555,144,942,1,566,933,0,1,0.11696148483286944
P0240,3434,0.7219350274250217,2479,0.3248862108207712,805,0.1998624092997717,495,1179,3,223,2256,1,1,0.006663425045736915
P0241,1388,0.7021019343462843,975,0.1878811654795489,183,0.1618428144317732,158,634,3,693,282,0,1,0.13862815716723886
P0242,3253,0.5669787292886107,1844,0.1902658390544836,351,0.1510325904765213,279,1214,1,1092,752,0,1,0.13185653406878423
P0243,1197,0.4951917250693885,593,0.2419854056708859,143,0.2322333365651835,138,312,3,312,281,0,1,0.04128008001459854
P0244,3529,0.6843482868312306,2415,0.2027966949990969,490,0.2687564706404537,649,1276,3,1126,1289,0,1,0.14162874761536037
P0245,3440,0.6422579173089332,2209,0.2866437557197923,633,0.2876622032760215,635,941,1,1039,1170,0,1,0.11695030736458828
P0246,1154,0.716750861737329,827,0.0623755896566667,52,0.2588884722903543,214,561,5,246,581,0,1,0.06634936445300527
P0247,3981,0.7361562900977017,2931,0.1621306467158173,475,0.1734159491021889,508,1948,3,1570,1361,0,1,0.13349499653496882
P0248,2546,0.6910593145646946,1759,0.1652308566226988,291,0.2011632097815806,354,1114,2,1046,713,0,1,0.16193646106670057
P0249,4104,0.7408106468300684,3040,0.0575750791329698,175,0.2260093723070546,687,2178,3,1071,1969,0,1,0.05221087970672178
P0250,974,0.6983369099292055,680,0.1525453088941837,104,0.1872706769579677,127,449,3,302,378,0,1,0.11731581942951042
P0251,1553,0.7224051764481174,1122,0.1559390718907851,175,0.1878458512746926,211,736,0,442,680,0,1,0.12899989973732162
P0252,2874,0.6236261389704094,1792,0.2059226741836818,369,0.2294251879125709,411,1012,0,741,1051,0,1,0.13636002329796937
P0253,1590,0.6656310868934834,1058,0.2979076124162184,315,0.176443041238444,187,556,2,545,513,0,1,0.14530532349450587
P0254,2185,0.6957420877325566,1520,0.2028457544166508,308,0.1362427838175803,207,1005,2,458,1062,0,1,0.13525873216393558
P0255,3574,0.7456422780333936,2665,0.1478430395810192,394,0.1551316160498485,413,1858,2,1523,1142,0,1,0.13740593081408597
P0256,1407,0.6485007062220343,912,0.2160131821150529,197,0.2180346226640245,199,516,3,534,378,0,1,0.1502416755249853
P0257,3646,0.9418489231117968,3433,0.2934421535008945,1007,0.1801795974719973,618,1808,2,1276,1355,1,1,0.04528570671711113
P0258,1234,0.6587328966467697,813,0.1516828828719566,123,0.2004125986121002,163,527,6,213,600,0,1,0.09559307569606851
P0259,1535,0.6705966266137496,1029,0.1562597581254985,161,0.2202047545321314,227,641,5,422,607,0,1,0.1379799797655618
P0260,3268,0.7463615233619258,2439,0.2590984271491956,632,0.1575095122261434,384,1423,2,1545,894,0,1,0.14618136738041532
P0261,4132,0.5205551703156676,2151,0.2044924718988439,440,0.2253748898177883,485,1226,1,499,1652,0,1,0.056444106749409084
P0262,1516,0.5762822137540191,874,0.2653239283496632,232,0.2027305562075036,177,465,2,415,459,0,1,0.12367778007682811
P0263,2059,0.5614251682045743,1156,0.2190447245743292,253,0.1059112147853112,122,781,3,453,703,0,1,0.09470683577726047
P0264,4685,0.4933107104121357,2311,0.2691164553662697,622,0.2665382874711746,616,1073,1,1365,946,0,1,0.07191014930794015
P0265,4956,0.6257388447875859,3101,0.1475445320171551,458,0.149955315374585,465,2178,6,1372,1729,0,1,0.07770405317244805
P0266,3240,0.7399547119782193,2397,0.2191540744448212,525,0.0806942794088889,193,1679,6,1319,1078,0,1,0.11527806403076479
P0267,2677,0.657209274689394,1759,0.205251698994579,361,0.1172973774248218,206,1192,3,997,762,0,1,0.15544033472635632
P0268,2256,0.6958232065553482,1570,0.1348876353127108,212,0.1187372903593006,186,1172,0,1089,481,0,1,0.10324012992339948
P0269,3372,0.7671373997368635,2587,0.1105565436491918,286,0.183130399119452,474,1827,5,1267,1320,0,1,0.11990468805921672
P0270,3281,0.7862148905814154,2580,0.2680024324692263,691,0.1635689696672257,422,1467,4,1413,1167,0,1,0.14073256677067153
P0271,2037,0.6744689652219089,1374,0.1954333332447415,269,0.1597900819415644,220,885,4,497,877,0,1,0.1540803491104894
P0272,895,0.7882868711655519,706,0.1484403802846869,105,0.2171821179289487,153,448,4,444,262,0,1,0.08176895065412088
P0273,1436,0.6873701326747288,987,0.2132674744153667,210,0.2003925216715622,198,579,5,428,559,0,1,0.1470690448351779
P0274,4825,0.613008142093803,2958,0.2989613200144512,884,0.1989628722386571,589,1485,1,1343,1615,0,1,0.11146706641497112
P0275,2556,0.6324479718241012,1617,0.0603483508239653,98,0.2045897074397215,331,1188,1,821,796,0,1,0.11885675391856876
P0276,2825,0.5615570789947988,1586,0.1152352917067671,183,0.2169680800801343,344,1059,3,561,1025,0,1,0.11695840734754637
P0277,2761,0.6089492917013078,1681,0.1553979490673312,261,0.0535227994933534,90,1330,1,896,785,0,1,0.09733229908080726
P0278,4087,0.6513586649540457,2662,0.322282520670423,858,0.1581337048641323,421,1383,4,1615,1047,0,1,0.13195777016016347
P0279,1072,0.7442868015502881,798,0.2397810888043507,191,0.0491873961306315,39,568,3,430,368,0,1,0.07834136693593652
P0280,1147,0.8176615864932788,938,0.2737122068322858,257,0.1821635956078677,171,510,5,329,609,0,1,0.09267839397698541
P0281,1958,0.5694254787698368,1115,0.1401887356611638,156,0.1797220216665392,200,759,1,555,560,0,1,0.11817275059216886
P0282,2843,0.7114261974607936,2023,0.1416324887310631,287,0.2427319364873808,491,1245,4,1182,841,0,1,0.1442812378422108
P0283,3618,0.5967564848673973,2159,0.2513469601705897,543,0.2512580635632672,542,1074,6,696,1463,0,1,0.10673412443895469
P0284,2860,0.7179757670770562,2053,0.2240792031654812,460,0.192166502895142,395,1198,1,826,1227,0,1,0.15620267724597164
P0285,2652,0.6695130679449819,1776,0.2584117173204888,459,0.149978335356186,266,1051,2,1061,715,0,1,0.16078662248406833
P0286,4738,0.5335275339321977,2528,0.2068630306350083,523,0.2091096667527442,529,1476,2,1358,1170,0,1,0.11569851019485289
P0287,1476,0.7542637593254788,1113,0.2394700608518239,267,0.1483249417605411,165,681,4,613,500,0,1,0.14286611237222624
P0288,3201,0.6315999429753015,2022,0.2310683359433576,467,0.179916440913399,364,1191,7,1407,615,0,1,0.1098651343690411
P0289,3077,0.6372879809301157,1961,0.2744437172359448,538,0.239168179017646,469,954,4,1092,869,0,1,0.15241049569468296
P0290,2788,0.5944198070968248,1657,0.2764905797361129,458,0.1465337192406345,243,956,3,954,703,0,1,0.15058881881231245
P0291,4191,0.6276573378649957,2631,0.1066089603925761,280,0.22834071835455,601,1750,2,2055,576,0,1,0.0602496675018836
P0292,1921,0.7142312352555934,1372,0.0626912011261401,86,0.2206440821215381,303,983,3,670,702,0,1,0.12421957462156996
P0293,4805,0.6648604527250876,3195,0.2901221778356055,927,0.1227124909721507,392,1876,4,1375,1820,0,1,0.09242910862298787
P0294,2192,0.7062929601825986,1548,0.3031407565283355,469,0.238433647693044,369,710,1,856,692,0,1,0.14210229105326433
P0295,3089,0.7089537483143076,2190,0.1485563886340663,325,0.2219139807222903,486,1379,2,1213,977,0,1,0.15422061775213797
P0296,2986,0.7856529324422534,2346,0.089811521541806,211,0.1861155532423594,437,1698,5,1073,1273,0,1,0.11333510803034152
P0297,4369,0.6525771079308497,2851,0.226932437470504,647,0.1342605925183408,383,1821,0,1160,1691,0,1,0.10435754498316197
P0298,2643,0.5618513746523415,1485,0.2851586758445371,423,0.1284476388854658,191,871,3,1100,385,0,1,0.10264342251962544
P0299,1995,0.7653777933257587,1527,0.345831616570402,528,0.1477402453858186,226,773,7,829,698,0,1,0.09977829592974763
P0300,890,0.6534809462322196,582,0.8638518771119973,502,0.2125556677975176,123,0,1,254,328,1,-1,-0.09975155059840424
